År,Kommun,Skola,Organistionsform,StudieVagKod,Studievag,Antagningsgrans,Median,AntalPlatser,AntalAntagna,AntalReserver,AntalLedigaPlatser,Year,Årtal,Unnamed: 12
2020.0,Huddinge,Sågbäcksgymnasiet,K,FTPER0L,"Fordons- och transportprogrammet FT - Personbil, lärling",0.0,140.0,6,3,0,3,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,HTHOT,Hotell- och turismprogrammet HT - Hotell och konferens,0.0,205.0,10,2,0,8,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,HTTUR,Hotell- och turismprogrammet HT - Turism och resor,0.0,215.0,10,7,0,3,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,IMVBF,Introduktionsprogram IM - Programinriktat val; mot Barn- och fritidsprogrammet,92.5,92.5,2,2,1,0,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,IMVBA,Introduktionsprogram IM - Programinriktat val; mot Bygg- och anläggningsprogrammet,160.0,160.0,2,2,0,0,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,IMVFT,Introduktionsprogram IM - Programinriktat val; mot Fordons- och transportprogrammet,75.0,75.0,2,2,0,0,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,IMVHT,Introduktionsprogram IM - Programinriktat val; mot Hotell- och turismprogrammet,72.5,72.5,2,2,0,0,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,IMVRL,Introduktionsprogram IM - Programinriktat val; mot Restaurang- och livsmedelsprogrammet,0.0,75.0,2,1,0,1,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,IMYBF,Introduktionsprogram IM - Yrkesintroduktion mot Barn- och fritidsprogrammet,0.0,75.0,12,11,2,1,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,IMYBA,Introduktionsprogram IM - Yrkesintroduktion mot Bygg- och anläggningsprogrammet,0.0,75.0,12,8,0,4,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,IMYFT,Introduktionsprogram IM - Yrkesintroduktion mot Fordons- och transportprogrammet,15.0,67.5,12,12,0,0,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,IMYHV,Introduktionsprogram IM - Yrkesintroduktion mot Hantverksprogrammet,0.0,62.5,12,2,0,10,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,IMYHT,Introduktionsprogram IM - Yrkesintroduktion mot Hotell- och turismprogrammet,0.0,122.5,12,1,0,11,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,IMYRL,Introduktionsprogram IM - Yrkesintroduktion mot Restaurang- och livsmedelsprogrammet,0.0,52.5,12,9,0,3,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,RLKOK,Restaurang- och livsmedelsprogrammet RL - Kök och servering ,0.0,0.0,10,0,0,10,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,RLKOK0L,"Restaurang- och livsmedelsprogrammet RL - Kök och servering, lärling ",0.0,112.5,8,1,0,7,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,195.0,210.0,15,15,13,0,2020,,
2020.0,Huddinge,Widerströmska gymnasiet,K,EKEKO,Ekonomiprogrammet EK - Ekonomi,247.5,260.0,30,30,68,0,2020,,
2020.0,Huddinge,Widerströmska gymnasiet,K,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,285.0,312.5,40,40,68,0,2020,,
2020.0,Huddinge,Widerströmska gymnasiet,K,TETEK,Teknikprogrammet TE - Teknikvetenskap,245.0,262.5,30,30,37,0,2020,,
2020.0,Huddinge,Widerströmska gymnasiet,K,VIPRO,"VI VI - Gymnasieingenjörsexamen, vidareutbildning i form av ett fjärde tekniskt år, produktionsteknik",0.0,0.0,10,0,0,10,2020,,
2020.0,Huddinge,Widerströmska gymnasiet,K,VOVAR,Vård- och omsorgsprogrammet VO - Vård- och omsorgsprogrammet,207.5,225.0,24,24,23,0,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,BAHUS0L,"Bygg- och anläggningsprogrammet BA - Husbyggnad, lärling",0.0,175.0,25,7,0,18,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,BAMAL0L,"Bygg- och anläggningsprogrammet BA - Måleri, lärling",0.0,125.0,15,3,0,12,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,EEELT0L,"El- och energiprogrammet EE - Elteknik, lärling",175.0,192.5,20,20,3,0,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,FTPER0L,"Fordons- och transportprogrammet FT - Personbil, lärling",0.0,187.5,20,10,0,10,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,HAHAN0L,"Handels- och administrationsprogrammet HA - Handel och service, lärling",0.0,160.0,20,11,0,9,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,HVFRI0L,"Hantverksprogrammet HV - Frisör, lärling",0.0,182.5,20,3,0,17,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,INSVE0L,"Industritekniska programmet IN - Svetsteknik, lärling",0.0,0.0,20,0,0,20,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,IMVBA,Introduktionsprogram IM - Programinriktat val; mot Bygg- och anläggningsprogrammet,0.0,82.5,10,4,0,6,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,IMVFT,Introduktionsprogram IM - Programinriktat val; mot Fordons- och transportprogrammet,0.0,120.0,10,4,0,6,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,IMVHA,Introduktionsprogram IM - Programinriktat val; mot Handels- och administrationsprogrammet,0.0,117.5,10,2,0,8,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,IMVIN,Introduktionsprogram IM - Programinriktat val; mot Industritekniska programmet ,0.0,0.0,10,0,0,10,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,IMVVF,Introduktionsprogram IM - Programinriktat val; mot VVS- och fastighetsprogrammet,0.0,172.5,10,3,0,7,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,IMVVO,Introduktionsprogram IM - Programinriktat val; mot Vård- och omsorgsprogrammet,0.0,67.5,10,1,0,9,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,VFVVS0L,VVS- och fastighetsprogrammet VF - VVS - lärling,0.0,175.0,25,13,0,12,2020,,
2020.0,Huddinge,"Yrkesgymnasiet, Huddinge",F,VOVAR0L,Vård- och omsorgsprogrammet VO - lärling,0.0,202.5,20,11,0,9,2020,,
2020.0,Huddinge,Östra gymnasiet,K,EKEKO,Ekonomiprogrammet EK - Ekonomi,300.0,325.0,28,27,63,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,EKJUR,Ekonomiprogrammet EK - Juridik,297.5,310.0,32,31,63,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,EKMUSVE,"Ekonomiprogrammet EK - Särskild variant inom det estetiska området, musik",587.5,592.5,3,3,2,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,EEDAT,El- och energiprogrammet EE - Dator- och kommunikationsteknik,152.5,200.0,14,14,6,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,IMVEE,Introduktionsprogram IM - Programinriktat val; mot El- och energiprogrammet,180.0,180.0,1,1,2,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,315.0,330.0,43,42,62,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,NANAS,Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle,310.0,322.5,16,16,11,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,NAMUSVE,"Naturvetenskapsprogrammet NA - Särskild variant estetiska området, musik",555.0,572.5,4,4,7,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,292.5,305.0,32,31,63,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,SAMED,"Samhällsvetenskapsprogrammet SA - Medier, information och kommunikation",277.5,282.5,10,10,16,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,297.5,307.5,16,16,47,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,SAMUSVE,"Samhällsvetenskapsprogrammet SA - Särskild variant estetiska området, musik",555.0,572.5,6,6,3,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,TEINF,Teknikprogrammet TE - Informations- och medieteknik,285.0,297.5,28,27,34,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,TETEK,Teknikprogrammet TE - Teknikvetenskap,297.5,312.5,27,26,43,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,TETEKVE,"Teknikprogrammet TE - Teknikvetenskap, särskild variant estetiska området",632.5,642.5,5,5,7,0,2020,,
2020.0,Huddinge,Östra gymnasiet,K,VIINF,"VI VI - Gymnasieingenjörsexamen, vidareutbildning i form av ett fjärde tekniskt år, informationsteknik",0.0,1479.0,13,12,0,1,2020,,
2020.0,Håbo,Fridegårdsgymnasiet,K,BFPED,Barn- och fritidsprogrammet BF - Pedagogiskt arbete,147.5,212.5,16,16,4,0,2020,,
2020.0,Håbo,Fridegårdsgymnasiet,K,BFSOC,Barn- och fritidsprogrammet BF - Socialt arbete,182.5,217.5,16,16,8,0,2020,,
2020.0,Håbo,Fridegårdsgymnasiet,K,EKEKO,Ekonomiprogrammet EK - Ekonomi,262.5,292.5,32,32,20,0,2020,,
2020.0,Håbo,Fridegårdsgymnasiet,K,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,0.0,302.5,32,28,0,4,2020,,
2020.0,Håbo,Fridegårdsgymnasiet,K,NANAS,"Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle, Specialpedagogisk verksamhet, profil AST (autismspektrumtillstånd) ",202.5,245.0,9,9,3,0,2020,,
2020.0,Håbo,Fridegårdsgymnasiet,K,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,235.0,260.0,32,32,23,0,2020,,
2020.0,Håbo,Fridegårdsgymnasiet,K,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Specialpedagogisk verksamhet, profil AST (autismspektrumtillstånd) ",157.5,187.5,17,17,0,0,2020,,
2020.0,Håbo,Fridegårdsgymnasiet,K,TEDES,Teknikprogrammet TE - Design och produktutveckling,192.5,240.0,16,16,0,0,2020,,
2020.0,Håbo,Fridegårdsgymnasiet,K,TETEK,Teknikprogrammet TE - Teknikvetenskap,187.5,285.0,16,16,2,0,2020,,
2020.0,Järfälla,Didaktus Jakobsberg,F,BFPED,Barn- och fritidsprogrammet BF - Pedagogiskt arbete,0.0,167.5,18,16,0,2,2020,,
2020.0,Järfälla,Didaktus Jakobsberg,F,IMVBF,Introduktionsprogram IM - Programinriktat val; mot Barn- och fritidsprogrammet,0.0,97.5,18,12,0,6,2020,,
2020.0,Järfälla,Didaktus Jakobsberg,F,IMVVO,Introduktionsprogram IM - Programinriktat val; mot Vård- och omsorgsprogrammet,0.0,145.0,18,6,0,12,2020,,
2020.0,Järfälla,Didaktus Jakobsberg,F,IMYBF,Introduktionsprogram IM - Yrkesintroduktion mot Barn- och fritidsprogrammet,60.0,112.5,14,14,12,0,2020,,
2020.0,Järfälla,Didaktus Jakobsberg,F,IMYVO,Introduktionsprogram IM - Yrkesintroduktion mot Vård- och omsorgsprogrammet,35.0,62.5,14,14,4,0,2020,,
2020.0,Järfälla,Didaktus Jakobsberg,F,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,0.0,242.5,25,12,0,13,2020,,
2020.0,Järfälla,Didaktus Jakobsberg,F,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,0.0,180.0,25,13,0,12,2020,,
2020.0,Järfälla,Didaktus Jakobsberg,F,VO,Vård- och omsorgsprogrammet VO,0.0,162.5,18,11,0,7,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,BAHUS,Bygg- och anläggningsprogrammet BA - Husbyggnad,0.0,160.0,40,18,0,22,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,EKEKO,Ekonomiprogrammet EK - Ekonomi,0.0,200.0,34,31,0,3,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,EEDAT,El- och energiprogrammet EE - Dator- och kommunikationsteknik,0.0,165.0,21,20,0,1,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,EEELT,El- och energiprogrammet EE - Elteknik,170.0,195.0,42,42,13,0,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,ESBIL0S,Estetiska programmet ES - Bild och formgivning (spetsutbildning),0.0,477.5,16,12,0,4,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,IMVBA,Introduktionsprogram IM - Programinriktat val; mot Bygg- och anläggningsprogrammet,0.0,120.0,2,1,0,1,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,IMVSA,Introduktionsprogram IM - Programinriktat val; mot Samhällsvetenskapsprogrammet,187.5,187.5,2,2,9,0,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,IMYBA,Introduktionsprogram IM - Yrkesintroduktion mot Bygg- och anläggningsprogrammet,0.0,52.5,9,9,0,0,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,0.0,202.5,34,18,0,16,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,NANAS,Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle,0.0,212.5,17,4,0,13,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,0.0,200.0,32,26,0,6,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,145.0,200.0,17,17,1,0,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,TEDES,Teknikprogrammet TE - Design och produktutveckling,0.0,250.0,17,5,0,12,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,TESAM,Teknikprogrammet TE - Samhällsbyggande och miljö,0.0,217.5,17,3,0,14,2020,,
2020.0,Järfälla,Järfälla gymnasium,K,VF,VVS- och fastighetsprogrammet VF,120.0,185.0,25,25,2,0,2020,,
2020.0,Lidingö,Hersby gymnasium,K,EKEKO,Ekonomiprogrammet EK - Ekonomi,285.0,297.5,64,64,128,0,2020,,
2020.0,Lidingö,Hersby gymnasium,K,EKJUR,Ekonomiprogrammet EK - Juridik,270.0,277.5,64,63,101,0,2020,,
2020.0,Lidingö,Hersby gymnasium,K,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,255.0,300.0,96,95,22,0,2020,,
2020.0,Lidingö,Hersby gymnasium,K,NAMUSVE,"Naturvetenskapsprogrammet NA - Särskild variant estetiska området, musik",524.5,557.5,16,16,3,0,2020,,
2020.0,Lidingö,Hersby gymnasium,K,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,257.5,270.0,32,32,69,0,2020,,
2020.0,Lidingö,Hersby gymnasium,K,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,262.5,272.5,32,32,82,0,2020,,
2020.0,Lidingö,Hersby gymnasium,K,TEINF,Teknikprogrammet TE - Informations- och medieteknik,252.5,267.5,16,16,33,0,2020,,
2020.0,Lidingö,Lunagymnasiet,F,ESBIL,"Estetiska programmet ES - Bild och formgivning, Specialpedagogisk verksamhet, profil Asperger ",182.5,212.5,4,4,6,0,2020,,
2020.0,Lidingö,Lunagymnasiet,F,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Specialpedagogisk verksamhet, profil Asperger ",272.5,272.5,4,4,8,0,2020,,
2020.0,Lidingö,Lunagymnasiet,F,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Specialpedagogisk verksamhet, profil Asperger ",217.5,230.0,4,4,10,0,2020,,
2020.0,Lidingö,Stillerska Filmgymnasiet,F,ESEST,"Estetiska programmet (Digital media) ES - Estetik och media, Film ",0.0,165.0,25,6,0,19,2020,,
2020.0,Lidingö,Stillerska Filmgymnasiet,F,SAMED,"Samhällsvetenskapsprogrammet SA - Medier, information och kommunikation",175.0,225.0,25,25,3,0,2020,,
2020.0,Nacka,Designgymnasiet Sickla,F,ESBIL,"Estetiska programmet ES - Bild och formgivning, Inredningsdesign ",0.0,242.5,20,12,0,8,2020,,
2020.0,Nacka,Designgymnasiet Sickla,F,ESBIL,"Estetiska programmet ES - Bild och formgivning, Modedesign ",210.0,240.0,30,30,8,0,2020,,
2020.0,Nacka,Designgymnasiet Sickla,F,HVTEX,Hantverksprogrammet HV - Textil design,0.0,200.0,22,21,0,1,2020,,
2020.0,Nacka,Designgymnasiet Sickla,F,TEDES,Teknikprogrammet TE - Design och produktutveckling,0.0,247.5,24,11,0,13,2020,,
2020.0,Nacka,Drottning Blankas Gymnasieskola Nacka,F,EKEKO,Ekonomiprogrammet (Business & Hospitality Management) EK - Ekonomi,220.0,232.5,32,32,26,0,2020,,
2020.0,Nacka,Drottning Blankas Gymnasieskola Nacka,F,HAHAN,Handels- och administrationsprogrammet HA - Handel och service,177.5,202.5,20,20,16,0,2020,,
2020.0,Nacka,Drottning Blankas Gymnasieskola Nacka,F,HVSTY,Hantverksprogrammet (Hår- och makeupstylist) HV - Övriga hantverk - hår- och makeupstylist,100.0,160.0,14,14,1,0,2020,,
2020.0,Nacka,Drottning Blankas Gymnasieskola Nacka,F,SABET,Samhällsvetenskapsprogrammet (Uniform och Beteende) SA - Beteendevetenskap,0.0,215.0,64,60,0,4,2020,,
2020.0,Nacka,Magelungens Gymnasium Danvikstull,F,BFPED,"Barn- och fritidsprogrammet BF - Pedagogiskt arbete, Specialpedagogisk verksamhet ",190.0,210.0,10,10,11,0,2020,,
2020.0,Nacka,Mediagymnasiet Nacka Strand,F,ESEST,"Estetiska programmet ES - Estetik och media, Animation och grafisk design ",0.0,197.5,22,14,0,8,2020,,
2020.0,Nacka,Mediagymnasiet Nacka Strand,F,ESEST,"Estetiska programmet ES - Estetik och media, Film och TV ",0.0,217.5,22,8,0,14,2020,,
2020.0,Nacka,Mediagymnasiet Nacka Strand,F,ESEST,"Estetiska programmet ES - Estetik och media, Foto ",0.0,217.5,22,6,0,16,2020,,
2020.0,Nacka,Mediagymnasiet Nacka Strand,F,ESEST,"Estetiska programmet ES - Estetik och media, Speldesign ",0.0,195.0,18,12,0,6,2020,,
2020.0,Nacka,Mediagymnasiet Nacka Strand,F,ESEST,"Estetiska programmet ES - Estetik och media, Spelgrafik ",0.0,225.0,18,8,0,10,2020,,
2020.0,Nacka,Mediagymnasiet Nacka Strand,F,SAMED,"Samhällsvetenskapsprogrammet SA - Medier, information och kommunikation, Kommunikation, journalistik och påverkan ",0.0,222.5,32,19,0,13,2020,,
2020.0,Nacka,Mediagymnasiet Nacka Strand,F,TEINF,"Teknikprogrammet TE - Informations- och medieteknik, AI-utvecklare ",177.5,220.0,10,10,0,0,2020,,
2020.0,Nacka,Mediagymnasiet Nacka Strand,F,TEINF,"Teknikprogrammet TE - Informations- och medieteknik, Kod ",205.0,227.5,17,17,3,0,2020,,
2020.0,Nacka,Mediagymnasiet Nacka Strand,F,TEINF,"Teknikprogrammet TE - Informations- och medieteknik, UX-designer ",0.0,175.0,7,6,0,1,2020,,
2020.0,Nacka,Nacka Enskilda gymnasium,F,EKEKO,Ekonomiprogrammet EK - Ekonomi,260.0,272.5,32,32,63,0,2020,,
2020.0,Nacka,Nacka Enskilda gymnasium,F,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,235.0,242.5,32,32,35,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,BAHUS,Bygg- och anläggningsprogrammet BA - Husbyggnad,207.5,220.0,20,20,20,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,EKEKO,Ekonomiprogrammet EK - Ekonomi,277.5,300.0,96,96,161,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Internationell ekonomi ",267.5,272.5,32,32,79,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,EKJUR,Ekonomiprogrammet EK - Juridik,277.5,292.5,64,64,140,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,EEDAT,El- och energiprogrammet EE - Dator- och kommunikationsteknik,147.5,185.0,17,17,2,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,EEELT,El- och energiprogrammet EE - Elteknik,220.0,250.0,33,33,36,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,302.5,320.0,127,127,104,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,NANAS,Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle,302.5,315.0,31,30,47,1,2020,,
2020.0,Nacka,Nacka gymnasium,K,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Utland ",327.5,335.0,32,32,47,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,262.5,277.5,64,63,118,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,265.0,275.0,48,48,107,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Utland ",280.0,307.5,32,32,46,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,SABILVE,"Samhällsvetenskapsprogrammet SA - Särskild variant inom det estetiska området, bild",241.0,288.5,16,16,5,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,TEDES,Teknikprogrammet TE - Design och produktutveckling,280.0,297.5,22,22,42,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,TEINF,Teknikprogrammet TE - Informations- och medieteknik,285.0,302.5,35,35,67,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,TEINFVE,"Teknikprogrammet TE - Informations- och medieteknik, särskild variant estetiska området",236.0,273.5,7,7,1,0,2020,,
2020.0,Nacka,Nacka gymnasium,K,TETEK,Teknikprogrammet TE - Teknikvetenskap,290.0,310.0,64,64,91,0,2020,,
2020.0,Nacka,NTI Gymnasiet Nacka,F,EEDAT,El- och energiprogrammet (IT-programmet) EE - Dator- och kommunikationsteknik,0.0,195.0,25,22,0,3,2020,,
2020.0,Nacka,NTI Gymnasiet Nacka,F,TEINF,Teknikprogrammet TE - Informations- och medieteknik,0.0,247.5,33,29,0,4,2020,,
2020.0,Nacka,NTI Gymnasiet Nacka,F,TETEK,Teknikprogrammet TE - Teknikvetenskap,0.0,255.0,33,32,0,1,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,BAHUS0L,"Bygg- och anläggningsprogrammet BA - Husbyggnad, lärling",0.0,172.5,12,8,0,4,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,EEELT0L,"El- och energiprogrammet EE - Elteknik, lärling",0.0,172.5,16,14,0,2,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,FTPER0L,"Fordons- och transportprogrammet FT - Personbil, lärling",0.0,202.5,24,21,0,3,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,HAHAN0L,"Handels- och administrationsprogrammet HA - Handel och service, lärling",0.0,172.5,20,13,0,7,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,HVFRI0L,"Hantverksprogrammet HV - Frisör, lärling",0.0,225.0,12,6,0,6,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,HVSTY0L,"Hantverksprogrammet HV - Övriga hantverk - hår- och makeupstylist, lärling",0.0,85.0,16,3,0,13,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,HTTUR0L,"Hotell- och turismprogrammet HT - Turism och resor, lärling",0.0,180.0,16,6,0,10,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,IMVFT0Lper,"Introduktionsprogram IM -   Programinriktat val; mot Fordons- och transportprogrammet; inriktning Personbil, lärlingsliknande utbildning",0.0,72.5,5,1,0,4,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,IMVBA0Lhus,"Introduktionsprogram IM - Programinriktat val; mot Bygg- och anläggningsprogrammet; inriktning Husbyggnad, lärlingsliknande utbildning",0.0,0.0,3,0,0,3,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,IMVHA0Lhan,"Introduktionsprogram IM - Programinriktat val; mot Handels- och administrationsprogrammet; inriktning Handel och service, lärlingsliknande utbildning",0.0,150.0,6,3,0,3,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,IMVHV0Lfri,"Introduktionsprogram IM - Programinriktat val; mot Hantverksprogrammet; inrikting Frisör, lärlingsliknande utbildning",0.0,212.5,3,1,0,2,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,IMVHV0Lsty,"Introduktionsprogram IM - Programinriktat val; mot Hantverksprogrammet; inriktning hår och makeupstylist, lärlingsliknande utbildning",0.0,0.0,3,0,0,3,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,IMVHT0Ltur,"Introduktionsprogram IM - Programinriktat val; mot Hotell- och turismprogrammet; inriktning Turism och resor, lärlingsliknande utbildning",0.0,0.0,3,0,0,3,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,IMVVF0Lfas,"Introduktionsprogram IM - Programinriktat val; mot VVS- och fastighetsprogrammet; inriktning Fastighet, lärlingsliknande utbildning",0.0,117.5,5,1,0,4,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,IMVVO0L,"Introduktionsprogram IM - Programinriktat val; mot Vård- och omsorgsprogrammet, lärlingsliknande utbildning",0.0,82.5,3,2,0,1,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,VFFAS0L,VVS- och fastighetsprogrammet VF - Fastighet - lärling,0.0,127.5,16,3,0,13,2020,,
2020.0,Nacka,Praktiska Gymnasiet Nacka,F,VOVAR0L,Vård- och omsorgsprogrammet VO - lärling,0.0,200.0,16,5,0,11,2020,,
2020.0,Nacka,Rytmus Stockholm,F,ESEST,"Estetiska programmet ES - Estetik och media, Medieproduktion ",353.5,514.5,34,34,10,0,2020,,
2020.0,Nacka,Rytmus Stockholm,F,ESMUS,"Estetiska programmet ES - Musik, Bas ",0.0,428.0,10,7,0,3,2020,,
2020.0,Nacka,Rytmus Stockholm,F,ESMUS,"Estetiska programmet ES - Musik, Blåsinstrument ",195.0,498.0,3,3,0,0,2020,,
2020.0,Nacka,Rytmus Stockholm,F,ESMUS,"Estetiska programmet ES - Musik, Gitarr ",325.5,507.5,27,27,2,0,2020,,
2020.0,Nacka,Rytmus Stockholm,F,ESMUS,"Estetiska programmet ES - Musik, Musikproduktion ",557.0,589.0,37,37,36,0,2020,,
2020.0,Nacka,Rytmus Stockholm,F,ESMUS,"Estetiska programmet ES - Musik, Piano ",267.5,468.5,12,12,1,0,2020,,
2020.0,Nacka,Rytmus Stockholm,F,ESMUS,"Estetiska programmet ES - Musik, Singer/Songwriter ",280.0,538.0,38,38,6,0,2020,,
2020.0,Nacka,Rytmus Stockholm,F,ESMUS,"Estetiska programmet ES - Musik, Sång ",520.0,573.0,38,38,27,0,2020,,
2020.0,Nacka,Rytmus Stockholm,F,ESMUS,"Estetiska programmet ES - Musik, Trummor ",562.5,591.0,12,12,1,0,2020,,
